Payer,Service,Age Group,Sex,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020
Private health Insurance,Other Professional Services,65-84,Females,1096,1016,1279,1466,1500,1871,1971,2411,2720,3187
Private health Insurance,Other Professional Services,85+,Females,205,203,235,448,379,416,454,398,396,266
Total,Other Professional Services,Total,Total,43338,50211,55264,64486,69889,76429,82351,92073,104494,117702
Total,Other Professional Services,0-18,Total,4554,4505,5683,6112,7534,8472,9090,10207,12518,13581
Total,Other Professional Services,19-44,Total,13217,14822,15005,17240,17565,19066,19690,25200,24713,28737
Total,Other Professional Services,45-64,Total,13588,16976,18386,21581,23631,24718,26772,28355,31671,34935
Total,Other Professional Services,65-84,Total,10193,11777,13557,16294,17560,19950,22317,23964,30473,34949
Total,Other Professional Services,85+,Total,1786,2131,2633,3258,3600,4223,4483,4347,5119,5500
Total,Other Professional Services,Total,Males,16780,20333,22528,26641,29358,30108,33267,38662,42902,51472
Total,Other Professional Services,0-18,Males,2399,2363,3053,3179,3985,4328,4958,6070,5783,7490
Total,Other Professional Services,19-44,Males,4980,5958,6070,6637,6359,6763,7256,9876,10121,12117
Total,Other Professional Services,45-64,Males,4788,6566,7106,8876,10611,9574,10484,11408,12257,15245
Total,Other Professional Services,65-84,Males,4102,4804,5492,6979,7283,7992,9123,9881,12888,14574
Total,Other Professional Services,85+,Males,511,642,806,970,1119,1451,1446,1426,1853,2045
Total,Other Professional Services,Total,Females,26558,29878,32736,37845,40532,46321,49084,53411,61593,66231
Total,Other Professional Services,0-18,Females,2155,2142,2630,2933,3548,4144,4132,4137,6735,6090
Total,Other Professional Services,19-44,Females,8237,8864,8934,10604,11205,12303,12434,15324,14592,16620
Total,Other Professional Services,45-64,Females,8800,10410,11280,12705,13020,15144,16288,16947,19414,19690
Total,Other Professional Services,65-84,Females,6091,6973,8065,9315,10277,11959,13194,14083,17585,20376
Total,Other Professional Services,85+,Females,1275,1489,1826,2288,2481,2772,3036,2921,3267,3455
Medicaid,Physician and Clinical Services,Total,Total,24039,27993,31810,35991,43404,47317,64472,73064,78371,87301
Medicaid,Physician and Clinical Services,0-18,Total,9326,11003,12948,13952,16680,17823,20075,19631,20061,21100
Medicaid,Physician and Clinical Services,19-44,Total,8135,9365,10330,11622,14015,15411,21937,25902,29172,33666
Medicaid,Physician and Clinical Services,45-64,Total,4739,5866,6710,8002,9717,10788,16910,21069,22527,25478
Medicaid,Physician and Clinical Services,65-84,Total,1538,1492,1532,1986,2383,2610,4364,5064,5185,5584
Medicaid,Physician and Clinical Services,85+,Total,301,267,291,429,610,685,1187,1399,1426,1472
Medicaid,Physician and Clinical Services,Total,Males,9825,11598,13251,14929,18386,20221,28787,33482,36106,40334
Medicaid,Physician and Clinical Services,0-18,Males,5139,6139,7197,7662,9187,9839,11119,10860,11098,11656
Medicaid,Physician and Clinical Services,19-44,Males,2207,2533,2715,3120,4018,4564,7695,9937,11649,13794
Medicaid,Physician and Clinical Services,45-64,Males,1907,2365,2756,3368,4220,4750,7839,10020,10644,12080
Medicaid,Physician and Clinical Services,65-84,Males,513,507,525,690,839,925,1862,2332,2376,2453
Medicaid,Physician and Clinical Services,85+,Males,61,54,59,88,123,144,273,333,340,351
Medicaid,Physician and Clinical Services,Total,Females,14214,16395,18559,21062,25018,27096,35685,39583,42265,46966
Medicaid,Physician and Clinical Services,0-18,Females,4188,4864,5750,6289,7493,7984,8956,8771,8964,9444
Medicaid,Physician and Clinical Services,19-44,Females,5929,6832,7615,8502,9997,10846,14241,15965,17523,19872
Medicaid,Physician and Clinical Services,45-64,Females,2832,3501,3954,4634,5497,6039,9071,11048,11884,13399
Medicaid,Physician and Clinical Services,65-84,Females,1026,986,1007,1296,1544,1685,2502,2732,2808,3130
Medicaid,Physician and Clinical Services,85+,Females,240,212,231,341,487,541,914,1066,1086,1122
Medicare,Physician and Clinical Services,Total,Total,68637,81263,92413,105557,118151,131250,142237,154509,178132,194046
Medicare,Physician and Clinical Services,0-18,Total,11,14,17,16,17,16,15,12,13,12
Medicare,Physician and Clinical Services,19-44,Total,2152,2692,3131,3183,3593,3987,4231,4079,4265,4336
Medicare,Physician and Clinical Services,45-64,Total,6924,9170,11490,13215,15733,18074,20072,21456,23811,24864
Medicare,Physician and Clinical Services,65-84,Total,51577,59922,66371,75314,82711,91141,98199,107981,126580,139913
Medicare,Physician and Clinical Services,85+,Total,7973,9465,11403,13830,16097,18031,19721,20980,23462,24921
Medicare,Physician and Clinical Services,Total,Males,30649,36391,41261,47318,52931,58973,63612,69265,79991,87615
Medicare,Physician and Clinical Services,0-18,Males,6,7,9,8,9,9,9,7,8,8
Medicare,Physician and Clinical Services,19-44,Males,1125,1404,1582,1549,1713,1875,1971,1903,2008,2066
Medicare,Physician and Clinical Services,45-64,Males,3375,4455,5546,6299,7445,8586,9555,10200,11294,11750
Medicare,Physician and Clinical Services,65-84,Males,23237,27017,29935,34306,37755,41690,44572,49064,57507,63953
Medicare,Physician and Clinical Services,85+,Males,2907,3509,4190,5156,6009,6813,7505,8090,9174,9837
Medicare,Physician and Clinical Services,Total,Females,37988,44871,51152,58238,65219,72277,78625,85244,98141,106431
Medicare,Physician and Clinical Services,0-18,Females,6,7,8,8,8,7,7,5,5,4
Medicare,Physician and Clinical Services,19-44,Females,1027,1288,1549,1634,1880,2112,2259,2177,2257,2270
Medicare,Physician and Clinical Services,45-64,Females,3549,4715,5945,6916,8288,9487,10516,11256,12518,13114
Medicare,Physician and Clinical Services,65-84,Females,28340,32905,36437,41007,44956,49452,53626,58917,69073,75960
Medicare,Physician and Clinical Services,85+,Females,5066,5956,7214,8674,10088,11218,12216,12889,14288,15084
Other Payers and Programs,Physician and Clinical Services,Total,Total,52890,60864,67018,76399,79517,86637,90802,107431,118025,171028
Other Payers and Programs,Physician and Clinical Services,0-18,Total,9350,9192,9802,12770,12400,13088,13589,15875,17193,23035
Other Payers and Programs,Physician and Clinical Services,19-44,Total,19736,21933,25319,25697,26778,29063,31179,36608,40223,54418
Other Payers and Programs,Physician and Clinical Services,45-64,Total,17063,22094,23721,28665,30296,33008,35073,41303,44814,60476
Other Payers and Programs,Physician and Clinical Services,65-84,Total,6189,6969,7097,8078,8768,10074,9519,11886,13829,28919
Other Payers and Programs,Physician and Clinical Services,85+,Total,552,675,1079,1188,1275,1405,1443,1759,1966,4179
Other Payers and Programs,Physician and Clinical Services,Total,Males,22522,26114,29366,33707,34514,39306,40256,47751,52518,75235
Other Payers and Programs,Physician and Clinical Services,0-18,Males,4929,4878,5266,6742,6100,6627,6481,7570,8196,11178
Other Payers and Programs,Physician and Clinical Services,19-44,Males,7077,7359,9372,9100,9580,11215,11351,13354,14675,19570
Other Payers and Programs,Physician and Clinical Services,45-64,Males,7383,10223,10818,13517,13669,15117,16860,19865,21558,28317
Other Payers and Programs,Physician and Clinical Services,65-84,Males,2933,3402,3348,3859,4617,5716,4904,6141,7157,14330
Other Payers and Programs,Physician and Clinical Services,85+,Males,200,252,562,490,548,631,661,820,932,1841
Other Payers and Programs,Physician and Clinical Services,Total,Females,30368,34749,37652,42691,45003,47332,50546,59680,65506,95793
Other Payers and Programs,Physician and Clinical Services,0-18,Females,4421,4314,4536,6028,6300,6461,7108,8305,8998,11857
Other Payers and Programs,Physician and Clinical Services,19-44,Females,12659,14574,15947,16597,17198,17849,19829,23254,25547,34849
Other Payers and Programs,Physician and Clinical Services,45-64,Females,9680,11871,12903,15148,16627,17890,18212,21438,23256,32159
Other Payers and Programs,Physician and Clinical Services,65-84,Females,3256,3567,3749,4219,4151,4358,4615,5745,6672,14590
Other Payers and Programs,Physician and Clinical Services,85+,Females,351,423,517,698,727,774,782,939,1034,2338
Out-of-Pocket,Physician and Clinical Services,Total,Total,34554,37602,42609,46000,47594,50856,52877,58136,60818,60326
Out-of-Pocket,Physician and Clinical Services,0-18,Total,4594,5220,6238,6562,6432,6713,6542,6852,8335,5808
Out-of-Pocket,Physician and Clinical Services,19-44,Total,9416,10474,12008,12901,12937,14337,15613,17140,17285,17247
Out-of-Pocket,Physician and Clinical Services,45-64,Total,12613,13692,15275,16347,16798,16986,17068,18791,18668,20612
Out-of-Pocket,Physician and Clinical Services,65-84,Total,7167,7393,8156,9009,9938,11005,11712,13481,14809,15281
Out-of-Pocket,Physician and Clinical Services,85+,Total,764,823,933,1180,1490,1815,1941,1873,1721,1379
Out-of-Pocket,Physician and Clinical Services,Total,Males,14179,15625,18033,19631,20386,21925,22232,23425,24499,24776
Out-of-Pocket,Physician and Clinical Services,0-18,Males,2363,2691,3228,3379,3320,3457,3334,3559,4162,2771
Out-of-Pocket,Physician and Clinical Services,19-44,Males,3249,3623,4341,4658,4587,5243,5245,5666,4836,5299
Out-of-Pocket,Physician and Clinical Services,45-64,Males,5020,5537,6318,6836,6951,7120,7114,7613,7900,8249
Out-of-Pocket,Physician and Clinical Services,65-84,Males,3275,3472,3801,4307,4926,5276,5644,5890,6979,7798
Out-of-Pocket,Physician and Clinical Services,85+,Males,273,301,345,451,602,829,895,697,621,659
Out-of-Pocket,Physician and Clinical Services,Total,Females,20375,21977,24576,26368,27208,28931,30645,34711,36319,35550
Out-of-Pocket,Physician and Clinical Services,0-18,Females,2231,2529,3010,3183,3112,3255,3208,3292,4173,3037
Out-of-Pocket,Physician and Clinical Services,19-44,Females,6167,6851,7667,8243,8350,9094,10369,11474,12448,11947
Out-of-Pocket,Physician and Clinical Services,45-64,Females,7594,8155,8957,9512,9847,9866,9954,11179,10768,12363
Out-of-Pocket,Physician and Clinical Services,65-84,Females,3892,3920,4354,4702,5011,5729,6068,7591,7830,7483
Out-of-Pocket,Physician and Clinical Services,85+,Females,491,522,587,729,887,986,1046,1176,1100,720
Private health Insurance,Physician and Clinical Services,Total,Total,157571,176873,199160,217529,223688,241061,247874,283621,300842,305746
Private health Insurance,Physician and Clinical Services,0-18,Total,29912,30222,33160,36031,34871,40471,37798,42426,46935,41424
Private health Insurance,Physician and Clinical Services,19-44,Total,55763,62561,73720,72815,75328,76846,83244,91307,97187,99808
Private health Insurance,Physician and Clinical Services,45-64,Total,53679,63393,72384,82504,88384,93106,97423,112505,117974,116662
Private health Insurance,Physician and Clinical Services,65-84,Total,16663,18518,17748,23480,22268,27656,26342,34462,35030,43747
Private health Insurance,Physician and Clinical Services,85+,Total,1554,2179,2147,2700,2837,2982,3066,2921,3716,4105
Private health Insurance,Physician and Clinical Services,Total,Males,64807,72350,81760,85162,92191,104436,105965,112056,117563,120149
Private health Insurance,Physician and Clinical Services,0-18,Males,15242,16050,17816,19361,18629,20342,19502,21585,24017,21379
Private health Insurance,Physician and Clinical Services,19-44,Males,17268,18568,23141,19907,23448,25499,27356,27230,28992,30482
Private health Insurance,Physician and Clinical Services,45-64,Males,24032,27238,31210,34053,38086,42124,43526,45101,45626,45316
Private health Insurance,Physician and Clinical Services,65-84,Males,7740,9635,8609,10633,10575,15296,13776,16903,17386,21216
Private health Insurance,Physician and Clinical Services,85+,Males,526,859,984,1209,1453,1175,1805,1236,1543,1755
Private health Insurance,Physician and Clinical Services,Total,Females,92764,104523,117400,132367,131496,136625,141909,171565,183279,185596
Private health Insurance,Physician and Clinical Services,0-18,Females,14670,14172,15343,16670,16241,20129,18296,20841,22918,20045
Private health Insurance,Physician and Clinical Services,19-44,Females,38495,43993,50579,52908,51880,51347,55889,64076,68195,69326
Private health Insurance,Physician and Clinical Services,45-64,Females,29647,36155,41174,48451,50299,50982,53897,67404,72349,71345
Private health Insurance,Physician and Clinical Services,65-84,Females,8923,8883,9140,12847,11693,12360,12566,17559,17644,22531
Private health Insurance,Physician and Clinical Services,85+,Females,1028,1320,1163,1491,1383,1807,1261,1685,2173,2349
Total,Physician and Clinical Services,Total,Total,337691,384594,433010,481475,512353,557122,598262,676762,736188,818446
Total,Physician and Clinical Services,0-18,Total,53193,55651,62164,69330,70399,78112,78019,84796,92537,91379
Total,Physician and Clinical Services,19-44,Total,95202,107026,124508,126218,132651,139644,156205,175035,188131,209475
Total,Physician and Clinical Services,45-64,Total,95017,114214,129581,148733,160928,171961,186546,215124,227795,248092
Total,Physician and Clinical Services,65-84,Total,83135,94294,100904,117867,126067,142486,150135,172874,195433,233444
Total,Physician and Clinical Services,85+,Total,11144,13409,15853,19326,22308,24919,27358,28932,32291,36056
Total,Physician and Clinical Services,Total,Males,141983,162078,183671,200748,218409,244862,260853,285978,310678,348110
Total,Physician and Clinical Services,0-18,Males,27678,29765,33517,37152,37244,40275,40444,43582,47480,46992
Total,Physician and Clinical Services,19-44,Males,30925,33487,41150,38334,43346,48396,53618,58090,62161,71211
Total,Physician and Clinical Services,45-64,Males,41716,49818,56647,64072,70371,77697,84895,92799,97021,105712
Total,Physician and Clinical Services,65-84,Males,37698,44033,46217,53796,58712,68901,70758,80331,91406,109751
Total,Physician and Clinical Services,85+,Males,3966,4975,6140,7394,8735,9592,11138,11177,12609,14443
Total,Physician and Clinical Services,Total,Females,195708,222516,249339,280726,293944,312260,337409,390784,425511,470337
Total,Physician and Clinical Services,0-18,Females,25516,25886,28648,32178,33154,37837,37575,41214,45057,44387
Total,Physician and Clinical Services,19-44,Females,64277,73539,83358,87884,89305,91248,102587,116946,125971,138264
Total,Physician and Clinical Services,45-64,Females,53301,64396,72934,84661,90557,94265,101651,122325,130774,142380
Total,Physician and Clinical Services,65-84,Females,45437,50261,54687,64071,67355,73584,79377,92544,104027,123693
Total,Physician and Clinical Services,85+,Females,7177,8434,9713,11933,13573,15326,16220,17755,19681,21613
Medicaid,Prescription Drugs,Total,Total,27523,35852,19122,19242,20423,21049,25266,29328,30430,34419
Medicaid,Prescription Drugs,0-18,Total,4558,6155,5916,6062,6280,7118,7543,7741,7437,8419
Medicaid,Prescription Drugs,19-44,Total,7127,9038,5814,5803,6294,6437,8226,10239,10784,11868
Medicaid,Prescription Drugs,45-64,Total,8041,10870,6280,6348,6810,6336,8219,9186,9353,10166
Medicaid,Prescription Drugs,65-84,Total,6077,7718,935,865,861,921,1052,1596,2108,2977
Medicaid,Prescription Drugs,85+,Total,1721,2071,177,164,178,238,227,566,748,987
Medicaid,Prescription Drugs,Total,Males,10751,14159,8259,8536,9104,9495,11597,13493,13813,15290
Medicaid,Prescription Drugs,0-18,Males,2585,3518,3459,3595,3721,4190,4434,4477,4243,4706
Medicaid,Prescription Drugs,19-44,Males,2972,3658,2114,2167,2329,2349,3267,4111,4412,4776
Medicaid,Prescription Drugs,45-64,Males,3160,4356,2355,2460,2731,2596,3481,4234,4255,4517
Medicaid,Prescription Drugs,65-84,Males,1735,2263,295,280,286,310,367,544,732,1069
Medicaid,Prescription Drugs,85+,Males,298,363,36,34,37,50,48,127,171,223
Medicaid,Prescription Drugs,Total,Females,16773,21694,10863,10706,11319,11555,13669,15835,16617,19129
Medicaid,Prescription Drugs,0-18,Females,1972,2636,2457,2467,2559,2928,3109,3264,3193,3714
Medicaid,Prescription Drugs,19-44,Females,4155,5380,3701,3636,3965,4088,4959,6128,6372,7092
Medicaid,Prescription Drugs,45-64,Females,4881,6514,3925,3888,4079,3740,4738,4952,5098,5650
Medicaid,Prescription Drugs,65-84,Females,4342,5455,639,585,575,611,685,1052,1376,1908
Medicaid,Prescription Drugs,85+,Females,1423,1709,140,129,141,187,179,438,577,765
Medicare,Prescription Drugs,Total,Total,1863,2707,38570,48795,56295,63942,79471,89879,97228,111635
Medicare,Prescription Drugs,0-18,Total,0,0,16,17,16,17,22,19,15,15
Medicare,Prescription Drugs,19-44,Total,108,182,3694,4413,4647,5098,6020,6231,6216,6691
Medicare,Prescription Drugs,45-64,Total,229,404,8592,11631,14002,16824,22615,24911,24566,25334
Medicare,Prescription Drugs,65-84,Total,1331,1830,22136,27758,31921,36212,44396,51979,59024,71103
Medicare,Prescription Drugs,85+,Total,195,291,4132,4975,5709,5792,6418,6739,7407,8492
Medicare,Prescription Drugs,Total,Males,884,1257,15353,19958,23433,27196,34803,40096,43335,50053
Medicare,Prescription Drugs,0-18,Males,0,0,9,10,10,10,13,11,9,11
Medicare,Prescription Drugs,19-44,Males,85,134,2056,2399,2476,2615,3018,3100,3048,3279
Medicare,Prescription Drugs,45-64,Males,123,202,4055,5484,6616,7945,10817,11844,11175,11232
Medicare,Prescription Drugs,65-84,Males,603,817,8208,10758,12794,14955,18923,22834,26430,32278
Medicare,Prescription Drugs,85+,Males,73,103,1025,1305,1538,1670,2032,2308,2674,3254
Medicare,Prescription Drugs,Total,Females,979,1451,23216,28837,32862,36746,44668,49783,53893,61582
Medicare,Prescription Drugs,0-18,Females,0,0,7,7,7,7,8,8,7,5
Medicare,Prescription Drugs,19-44,Females,22,48,1638,2014,2171,2483,3001,3131,3168,3412
Medicare,Prescription Drugs,45-64,Females,106,202,4537,6147,7387,8878,11798,13067,13391,14102
Medicare,Prescription Drugs,65-84,Females,728,1013,13928,17000,19127,21257,25473,29145,32594,38825
Medicare,Prescription Drugs,85+,Females,122,188,3107,3669,4171,4121,4387,4432,4733,5238
Other Payers and Programs,Prescription Drugs,Total,Total,9445,12613,14356,14340,14568,14056,14530,14671,15214,16486
Other Payers and Programs,Prescription Drugs,0-18,Total,932,1259,1639,1786,1950,1910,1930,2196,2037,1886
Other Payers and Programs,Prescription Drugs,19-44,Total,2106,2579,2868,2702,2466,2672,2354,2974,3167,3647
Other Payers and Programs,Prescription Drugs,45-64,Total,4017,5461,6753,6719,6995,6850,7262,6580,6942,7552
Other Payers and Programs,Prescription Drugs,65-84,Total,2114,2841,2698,2674,2742,2274,2600,2603,2686,2912
Other Payers and Programs,Prescription Drugs,85+,Total,275,472,398,459,415,350,384,318,383,490
Other Payers and Programs,Prescription Drugs,Total,Males,3970,5376,5981,6590,6677,6734,6870,7158,7774,8302
Other Payers and Programs,Prescription Drugs,0-18,Males,537,697,898,1081,1119,1061,1060,1293,1212,1113
Other Payers and Programs,Prescription Drugs,19-44,Males,711,883,836,943,814,1086,915,1313,1384,1438
Other Payers and Programs,Prescription Drugs,45-64,Males,1767,2373,2966,3236,3291,3320,3506,3075,3508,3788
Other Payers and Programs,Prescription Drugs,65-84,Males,862,1268,1150,1178,1276,1125,1229,1320,1489,1685
Other Payers and Programs,Prescription Drugs,85+,Males,93,155,132,152,176,142,160,156,181,278
Other Payers and Programs,Prescription Drugs,Total,Females,5475,7237,8375,7750,7892,7322,7660,7513,7440,8184
Other Payers and Programs,Prescription Drugs,0-18,Females,396,562,741,704,831,849,870,903,825,772
Other Payers and Programs,Prescription Drugs,19-44,Females,1394,1696,2032,1759,1652,1586,1439,1660,1782,2209
Other Payers and Programs,Prescription Drugs,45-64,Females,2250,3088,3787,3483,3704,3530,3756,3505,3434,3764
Other Payers and Programs,Prescription Drugs,65-84,Females,1253,1573,1548,1497,1465,1149,1370,1282,1197,1227
Other Payers and Programs,Prescription Drugs,85+,Females,182,318,266,307,238,208,224,162,202,212
Out-of-Pocket,Prescription Drugs,Total,Total,45461,52609,56485,54284,47742,45117,48553,50301,47416,48324
Out-of-Pocket,Prescription Drugs,0-18,Total,2428,2562,2817,2882,2397,2349,2361,2345,2260,2011
Out-of-Pocket,Prescription Drugs,19-44,Total,9565,10243,12345,10908,8237,7764,8281,10217,9730,10263
Out-of-Pocket,Prescription Drugs,45-64,Total,18656,22317,25953,24527,20812,18864,19198,22120,20748,20110
Out-of-Pocket,Prescription Drugs,65-84,Total,13022,15233,13283,13824,14092,14026,16310,13114,12276,13423
Out-of-Pocket,Prescription Drugs,85+,Total,1790,2253,2088,2142,2203,2115,2402,2505,2402,2517
Out-of-Pocket,Prescription Drugs,Total,Males,17704,21115,23194,23762,19991,20204,21976,22803,22630,22226
Out-of-Pocket,Prescription Drugs,0-18,Males,1385,1414,1619,1700,1433,1465,1476,1394,1198,1097
Out-of-Pocket,Prescription Drugs,19-44,Males,3224,3605,4295,3807,2939,2900,3056,4310,4375,4335
Out-of-Pocket,Prescription Drugs,45-64,Males,7657,9320,11027,11389,8639,8846,9268,10154,10261,9606
Out-of-Pocket,Prescription Drugs,65-84,Males,4882,6135,5628,6166,6262,6278,7331,6047,5917,6253
Out-of-Pocket,Prescription Drugs,85+,Males,557,642,625,700,719,715,843,899,878,935
Out-of-Pocket,Prescription Drugs,Total,Females,27756,31494,33292,30521,27751,24912,26577,27497,24786,26098
Out-of-Pocket,Prescription Drugs,0-18,Females,1044,1149,1198,1183,965,884,885,951,1062,914
Out-of-Pocket,Prescription Drugs,19-44,Females,6341,6638,8050,7100,5299,4864,5224,5906,5354,5928
Out-of-Pocket,Prescription Drugs,45-64,Females,10999,12998,14927,13138,12173,10017,9930,11967,10487,10505
Out-of-Pocket,Prescription Drugs,65-84,Females,8140,9098,7655,7658,7830,7747,8979,7068,6359,7169
Out-of-Pocket,Prescription Drugs,85+,Females,1233,1612,1463,1443,1485,1400,1559,1606,1524,1582
Private health Insurance,Prescription Drugs,Total,Total,75520,91856,99566,107665,114343,112832,122823,129145,133881,139765
Private health Insurance,Prescription Drugs,0-18,Total,4884,5374,7426,7036,7341,7452,8234,7492,7280,7255
Private health Insurance,Prescription Drugs,19-44,Total,18630,21445,24678,23138,26599,25482,28659,31966,34956,38418
Private health Insurance,Prescription Drugs,45-64,Total,37768,48356,54434,58986,62378,62509,68466,72341,71993,74367
Private health Insurance,Prescription Drugs,65-84,Total,13039,15303,11438,16706,16262,15579,15314,15046,17359,17324
Private health Insurance,Prescription Drugs,85+,Total,1200,1379,1591,1799,1762,1810,2150,2300,2293,2401
Private health Insurance,Prescription Drugs,Total,Males,31273,38238,42064,48824,51237,53269,59193,59728,63435,64665
Private health Insurance,Prescription Drugs,0-18,Males,2765,2926,3965,4103,4213,4323,4597,4216,4046,3992
Private health Insurance,Prescription Drugs,19-44,Males,6472,7445,9133,8313,11550,10161,13480,14439,15145,15533
Private health Insurance,Prescription Drugs,45-64,Males,16271,20782,23421,27794,27467,30505,32549,32899,33883,35035
Private health Insurance,Prescription Drugs,65-84,Males,5355,6557,4930,7890,7200,7418,7568,7085,9196,8827
Private health Insurance,Prescription Drugs,85+,Males,409,528,614,724,807,862,999,1088,1165,1278
Private health Insurance,Prescription Drugs,Total,Females,44248,53618,57502,58840,63106,59563,63630,69417,70447,75101
Private health Insurance,Prescription Drugs,0-18,Females,2119,2448,3460,2933,3128,3129,3636,3275,3234,3263
Private health Insurance,Prescription Drugs,19-44,Females,12158,14000,15545,14825,15050,15321,15179,17527,19811,22885
Private health Insurance,Prescription Drugs,45-64,Females,21497,27574,31013,31191,34911,32003,35917,39442,38110,39332
Private health Insurance,Prescription Drugs,65-84,Females,7683,8746,6508,8816,9062,8161,7747,7961,8163,8497
Private health Insurance,Prescription Drugs,85+,Females,791,851,976,1075,955,949,1151,1212,1129,1123
Total,Prescription Drugs,Total,Total,159812,195638,228099,244324,253371,256996,290642,313323,324170,350629
Total,Prescription Drugs,0-18,Total,12801,15350,17813,17783,17985,18847,20090,19792,19028,19587
Total,Prescription Drugs,19-44,Total,37535,43487,49398,46965,48245,47452,53539,61627,64853,70887
Total,Prescription Drugs,45-64,Total,68711,87408,102013,108211,110997,111382,125759,135138,133603,137530
Total,Prescription Drugs,65-84,Total,35583,42925,50490,61827,65878,69012,79672,84338,93452,107738
Total,Prescription Drugs,85+,Total,5181,6467,8385,9539,10267,10304,11581,12429,13234,14887
Total,Prescription Drugs,Total,Males,64582,80145,94851,107670,110442,116898,134439,143278,150987,160536
Total,Prescription Drugs,0-18,Males,7272,8555,9951,10489,10495,11050,11581,11390,10708,10919
Total,Prescription Drugs,19-44,Males,13464,15726,18434,17630,20108,19110,23737,27274,28365,29360
Total,Prescription Drugs,45-64,Males,28978,37034,43824,50364,48743,53212,59621,62206,63082,64177
Total,Prescription Drugs,65-84,Males,13437,17040,20211,26272,27818,30086,35418,37830,43763,50112
Total,Prescription Drugs,85+,Males,1430,1791,2432,2915,3278,3440,4082,4578,5070,5968
Total,Prescription Drugs,Total,Females,95231,115493,133248,136654,142930,140098,156203,170044,173183,190094
Total,Prescription Drugs,0-18,Females,5530,6795,7863,7294,7490,7796,8509,8402,8321,8668
Total,Prescription Drugs,19-44,Females,24071,27761,30965,29335,28137,28342,29802,34352,36488,41527
Total,Prescription Drugs,45-64,Females,39733,50375,58189,57847,62254,58170,66138,72932,70520,73353
Total,Prescription Drugs,65-84,Females,22146,25885,30279,35555,38060,38926,44255,46508,49689,57626
Total,Prescription Drugs,85+,Females,3751,4677,5953,6623,6989,6864,7500,7850,8164,8919
Medicaid,Total Personal Health Care,Total,Total,230096,270746,283315,317890,365706,388255,446921,503380,531540,587747
Medicaid,Total Personal Health Care,0-18,Total,53534,62722,73529,82692,94621,98697,101480,102656,107635,114486
Medicaid,Total Personal Health Care,19-44,Total,63455,74333,77069,85170,100374,107246,131408,154608,165938,186042
Medicaid,Total Personal Health Care,45-64,Total,47499,59759,62533,72046,85747,91303,122231,146646,151740,164507
Medicaid,Total Personal Health Care,65-84,Total,42294,48187,44471,49920,54555,58904,59712,66865,73595,88142
Medicaid,Total Personal Health Care,85+,Total,23314,25744,25712,28062,30410,32106,32090,32604,32632,34570
Medicaid,Total Personal Health Care,Total,Males,93429,111104,117778,133689,157254,167496,198654,229509,244217,272103
Medicaid,Total Personal Health Care,0-18,Males,29135,34223,39910,45072,51595,53955,55637,56317,58929,62728
Medicaid,Total Personal Health Care,19-44,Males,25003,29112,29046,32223,38824,41988,54181,66557,73663,84503
Medicaid,Total Personal Health Care,45-64,Males,21653,27548,29175,33932,41369,44072,60327,73915,76164,82590
Medicaid,Total Personal Health Care,65-84,Males,13803,15958,15293,17571,20019,21658,22428,26260,28896,35044
Medicaid,Total Personal Health Care,85+,Males,3835,4263,4354,4891,5447,5822,6080,6459,6565,7237
Medicaid,Total Personal Health Care,Total,Females,136667,159641,165536,184201,208453,220759,248267,273871,287323,315644
Medicaid,Total Personal Health Care,0-18,Females,24399,28499,33618,37620,43026,44742,45843,46339,48706,51758
Medicaid,Total Personal Health Care,19-44,Females,38452,45222,48023,52947,61551,65257,77227,88051,92275,101539
Medicaid,Total Personal Health Care,45-64,Females,25846,32211,33358,38115,44378,47231,61905,72731,75575,81917
Medicaid,Total Personal Health Care,65-84,Females,28491,32229,29178,32349,34536,37246,37284,40605,44700,53098
Medicaid,Total Personal Health Care,85+,Females,19479,21481,21358,23170,24963,26283,26009,26145,26067,27333
Medicare,Total Personal Health Care,Total,Total,256551,300096,382298,442012,488820,533612,579273,629020,696689,759590
Medicare,Total Personal Health Care,0-18,Total,66,77,114,124,120,125,122,112,108,105
Medicare,Total Personal Health Care,19-44,Total,8825,10501,15770,17492,19122,20941,22669,22700,22986,23534
Medicare,Total Personal Health Care,45-64,Total,27076,34895,52230,64150,75371,86114,97974,104812,109391,112052
Medicare,Total Personal Health Care,65-84,Total,179776,206389,251510,287583,312314,339137,366817,405186,461252,516574
Medicare,Total Personal Health Care,85+,Total,40807,48235,62674,72663,81893,87293,91691,96210,102952,107325
Medicare,Total Personal Health Care,Total,Males,112673,131528,166037,192968,214173,236030,258197,283224,315488,347276
Medicare,Total Personal Health Care,0-18,Males,33,38,61,66,66,71,69,64,66,69
Medicare,Total Personal Health Care,19-44,Males,4857,5671,8387,9059,9713,10420,11129,11088,11249,11595
Medicare,Total Personal Health Care,45-64,Males,13868,17660,26079,31610,36898,42257,48210,51402,53135,54173
Medicare,Total Personal Health Care,65-84,Males,80801,92542,111326,127945,139807,153024,166135,185544,212667,240754
Medicare,Total Personal Health Care,85+,Males,13114,15617,20184,24288,27689,30258,32654,35127,38371,40685
Medicare,Total Personal Health Care,Total,Females,143878,168568,216261,249045,274647,297582,321076,345796,381201,412314
Medicare,Total Personal Health Care,0-18,Females,33,38,54,59,55,55,53,48,42,36
